text_to_annotate,Hate_pos,Disagree
"For the liberal democrats it will be over quickly, all dead or badly wounded and dying. It is clear that liberal democrats are domestic terrorists and are calling for the destruction of the country.",0.5,1
Flags have been at half-mast all week here because of that bastard McCain. I would be hard to find a more rotten statesman to memorialize. My flag stays flying high! FUCK JOHN MCCAIN http://halfstaff.org/,0.6,1
"Trump: Immigration policy should just be ""you can't come in""  It works for me. ",0.5,1
The first clue that I'm a communist is my Ron Paul shirt. The second clue is my Anarchist profile quote. But what really seals the deal is referring to anti-semites as Jew Haters and trying to have a rational dialogue with them. Only a communist could be THAT stubbornly stupid.,0.5,1
RED ICE TV Proof That Liberalism Is A Cult - Amazing Polly This is worth watching. https://youtu.be/FzdhANrkqkw,0.5,1
"Texans, be aware that the corrupt deep state is spending millions to turn your state blue.   Don't be lazy.  Get registered and vote!   Donald Trump says he'll campaign for Ted Cruz at 'biggest stadium in Texas we can find' https://www.texastribune.org/2018/08/31/ted-cruz-b...",0.5,1
"Really we need to rebuild community. Mormons are starting to crack, but they're still punching above their European-American demographic weight.",0.5,1
"'...a group of men who worked towards a plot to bomb the Toronto Stock Exchange, shoot up the CBC headquarters and storm Parliament Hill in Ottawa. They wanted to behead then-prime minister Stephen Harper.'  https://torontosun.com/opinion/columnists/malcolm-...  The point where The Cowardly Maggot #CdnMedia #CBC became #Muslim sympathizers??",0.6,1
The #PoliceState that is #Canada is alive and well; https://torontosun.com/news/crime/media-lawyers-mo...,0.5,1
Today is “International Vulture Awareness Day” Who knew ? 🤷🏼‍♂️ There are some left wing carcuses out there....just sayin !,0.6,1
Damn racist Republicans.......,0.6,1
...Grab them by the pussy Inshallah https://www.franceinter.fr/societe/une-coupe-une-f...,0.5,1
"In Mormonism, a man can have many wives. For what is he being punished?",0.5,1
@Mr_Bond. The WS meme is triggering the White Knight sect. They actually believe our side is advocating Islam.,0.5,1
RT realDonaldTrump    Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squandered on terrorism. Looks like they will not take it any longer. The USA is watching very closely for human rights violations! ,0.5,1
"I have reached that stage in life when the next person that tries to tell me _Green Day_ is ""punk"" is gonna get a broken bottle in the eye. ",0.5,1
"God's Dechosen People, right there.",0.5,1
"I'll never understand the mindset of a white liberal,  constantly wanting to act against yours and your own people's self interest.... It's so strange,  won't find any other race on the planet thats been tricked into believing that acting in their own self interest is somehow bad or wrong.",0.5,1
The blacks don’t tip. All this talk about making it rain but we don’t get even a drizzle,0.5,1
#memes I'm looking for memes about how truly enslaved you are if you are fat cuckold to the NWO 'freedom' of capitalism. Who gots em?,0.5,1
She's not going to help you. You're white. She's black. She wants to see you dead.  https://tribunist.com/news/security-guard-filmed-a...,0.5,1
VIDEO: Nunes Says Attacks From The Left Are ‘Quite Enjoyable’  https://truepundit.com/video-nunes-says-attacks-left-quite-enjoyable/,0.5,1
"@TheCartoonLoon Oh, I forgot to tell you. Now that you're here, you're officially an alt-right, KKK, white-supremacist, neo-Nazi, racist scum. How does it feel?",0.5,1
"islam doesn't seek to assimilate into ANY culture, it seeks to assimilate cultures into it, you're naive to believe any differently with 1400 years of evidence. https://www.jihadwatch.org/2018/03/germany-muslim-migrants-terrorize-small-town-fair-sexually-harassing-women-and-fighting-locals",0.5,1
A demonstration of attempted Muslim assimilation...? #Humor #AlohaSnackbar,0.5,1
"Yep, apparently so. Fucking commie jew bastard prolly",0.5,1
"OK, I was suspended from twitter for saying this Demoncrat should be euthanized, not elected.  He tortured and abandoned 100's of animals. #Caring ",0.5,1
A being of pure hate is as enraged by Brave browser using Google fonts on their website as they are about 100 million victims of communism. That is the degree of uncompromising fanaticism required to win.,0.4,1
> @occdissent‍ accuses weev of doing the very same things he has done. ,0.5,1
"Boris vs the Burqa. The UK is starting to have their Trump movement. Interesting line: the “liberal democrat” model...is really just communism without the secret police, the bread queues and gulags. https://www.breitbart.com/london/2018/08/12/boris-...",0.5,1
The unacceptable in a civil society has become the electoral strategy of the Democratic Party. Be prepared. https://townhall.com/columnists/derekhunter/2018/0...,0.5,1
astonishing ........ how stupid mother fuckas are   where were they when scalise got shot I despise liberals ! So much!,0.5,1
No it's not good. There's this idea that everyone of them are cookie cutter pieces of some twisted idea planted in their immature heads. Every generation has their pros & cons. Would you rather they be replaced w/ those idiot kids marching against guns? Assuming all young people are like those is just as short-sighted.,0.5,1
"People like this need put down, euthanized. Not just thrown into prison for us to pay for their food and care for decades. https://www.breitbart.com/texas/2018/07/13/texas-m... #MAGA #Trump ##GabFam",0.571428571,1
"Congratulations and all that, but that World Cup-winning team was about as 'French' as a bag of fries served by a Mexican working at a McDonald's in Des Moines, Iowa.",0.5,1
Ever noticed how the hatred displayed by a Democrat is equivalent to the hatred displayed by a radical Muslim? The only difference between the two is attire. | #RedNationRising,0.5,1
"Man - part animal, part god. Some more god than animal, others more animal than god.",0.4,1
"look imma be blunt here: FUCK 'thoughts and prayers' for @SenJohnMcCain. Fuck McCain. He can rot in Hell, which is where he is absofuckinlutely going. Fucking traitor.",0.5,1
Online now only those who are horny in Sarah Palin.,0.4,1
Obama uses Facebook surveillance data: Good ,0.5,1
Justifying the use of the word 'monkey' is just playing by the Left's rules. They  should apologize for playing the race card so often that it's worn out.,0.6,1
"Stop using their term 'Islamophobia' I don't think anyone is 'afraid' of Islam. We might resent it, hate it, reject it, but 'fear of' is a language game THEY use to twist the issue and paint us with a brush of 'paranoid irrationality' Instead use: anti-Islam, pro-American, pro-western, anti-terrorist, whatever fits!",0.5,1
I used to watch FOX all the time and Glenn Beck. I even named my dog Beck after him. Then I woked. They're all controlled or dense. You don't hear them questioning the Las Vegas false flag. I'm pretty sure that G.B. put down truthers in the past. ,0.5,1
The minority that will outbreed you  and make you the minority ,0.5,1
"He played Mr. Freeze???!!! Heh, since he's a Jew, he ought to be called Mr. Eisen.",0.5,1
"Lets just come right out and say it if you arent a Democrat then you are a racist NAZI that doesnt have a right to free speech, an opinion, or the space with which to express yourself. It is wjat it is.",0.5,1
The #USOpen crowd at #Shinnecock are literally the most rude gallery in sport. Screaming like beagles after EVERY SHOT. You expect it from the Phoenix Open but these New Yorkers are yelping unintelligible trash at the highest volumes EVERY SINGLE SWING. New York should never be allowed to host a US Open ever again. #QuietPlease #Gab,0.6,1
The dems and never Trumpers can't stand seeing the serfs breaking the chains of financial slavery that they worked so long and hard to forge.,0.5,1
"If you can't laugh at this,you might be a liberal progressive.  https://youtu.be/C8vZzP5yvJw",0.6,1
Don't forget the most demonized and hated broadcast by the demon globalist and MSM That's right ! It's the Alex Jones and the Infowar www.infowars.com/show,0.5,1
#PervPastor copping feels at Aretha Franklin's funeral. Nothing but a bunch of thug . criminals #ArethaFranklinFuneral #FridayFeeling #SpeakFreely,0.5,1
Make this person go viral. Her number is attached. #IslamIsTheProblem,0.5,1
